Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,price,1h_pct,24h_pct,7d_pct,30d_pct,volume,market_cap,supply,is_stablecoin,cap_tier,vol_mcap_ratio,is_high_liq_flag,is_return_outlier
1,Bitcoin,BTC,"36,456.94",0.40%,-1.70%,1.00%,18.40%,"$22,801,222,945.00 ","19,549,806",21 Million,"$712,726,163,003.00 ",36456.94,0.4,-1.7,1.0,18.4,22801222945.0,712726163003.0,19549806.0,False,Large,0.03199156159629295,False,False
2,Ethereum,ETH,"2,027.60",0.50%,1.40%,1.00%,20.70%,"$26,845,710,464.00 ","120,249,015",120 Million,"$243,488,187,281.00 ",2027.6,0.5,1.4,1.0,20.7,26845710464.0,243488187281.0,120249015.0,False,Large,0.11025467298345129,False,False
3,Tether,USDT,1.00,0.10%,-0.30%,-0.10%,-0.10%,"$47,122,466,339.00 ","88,308,652,879",88.3 Billion,"$88,027,617,310.00 ",1.0,0.1,-0.3,-0.1,-0.1,47122466339.0,88027617310.0,88308652879.0,True,Large,0.5353145726193234,True,False
4,BNB,BNB,231.63,-0.10%,-12.60%,-8.00%,5.40%,"$3,715,265,116.00 ","153,856,150",154 Million,"$35,716,332,862.00 ",231.63,-0.1,-12.6,-8.0,5.4,3715265116.0,35716332862.0,153856150.0,False,Large,0.1040214607237244,False,False
5,XRP,XRP,0.59,0.10%,-1.90%,-6.90%,12.10%,"$1,339,890,506.00 ","53,718,306,475",100 Billion,"$31,863,926,051.00 ",0.59,0.1,-1.9,-6.9,12.1,1339890506.0,31863926051.0,53718306475.0,False,Large,0.04205038964299095,False,False
6,USDC,USDC,1.00,0.00%,-0.40%,0.00%,0.00%,"$16,458,242,430.00 ","24,264,590,094",24.3 Billion,"$24,120,082,159.00 ",1.0,0.0,-0.4,0.0,0.0,16458242430.0,24120082159.0,24264590094.0,True,Large,0.6823460352044814,True,False
7,Solana,SOL,54.97,0.60%,-0.60%,-11.40%,87.90%,"$2,374,980,324.00 ","423,104,320",563 Million,"$23,258,087,884.00 ",54.97,0.6,-0.6,-11.4,87.9,2374980324.0,23258087884.0,423104320.0,False,Large,0.10211416930941372,False,False
8,Lido Staked Ether,STETH,"2,023.81",0.40%,1.50%,0.90%,20.70%,"$17,625,537.00 ","9,107,771",9.11 Million,"$18,435,320,434.00 ",2023.81,0.4,1.5,0.9,20.7,17625537.0,18435320434.0,9107771.0,False,Large,0.0009560743499469352,False,False
9,Cardano,ADA,0.37,0.10%,-1.60%,0.70%,40.10%,"$373,277,046.00 ","34,964,744,027",45 Billion,"$12,903,956,719.00 ",0.37,0.1,-1.6,0.7,40.1,373277046.0,12903956719.0,34964744027.0,False,Large,0.028927332455353068,False,False
10,Dogecoin,DOGE,0.07,0.10%,-2.30%,0.10%,14.90%,"$957,225,658.00 ","141,935,606,384",142 Billion,"$10,532,913,776.00 ",0.07,0.1,-2.3,0.1,14.9,957225658.0,10532913776.0,141935606384.0,False,Large,0.09087947346356402,False,False
11,TRON,TRX,0.10,0.40%,-0.90%,-4.20%,10.50%,"$702,105,088.00 ","88,600,097,491",88.6 Billion,"$8,845,804,888.00 ",0.1,0.4,-0.9,-4.2,10.5,702105088.0,8845804888.0,88600097491.0,False,Large,0.07937153225620637,False,False
12,Toncoin,TON,2.39,0.90%,0.40%,4.10%,10.90%,"$27,257,580.00 ","3,453,524,566",5.1 Billion,"$8,244,520,721.00 ",2.39,0.9,0.4,4.1,10.9,27257580.0,8244520721.0,3453524566.0,False,Large,0.0033061448836644875,False,False
13,Chainlink,LINK,14.26,0.30%,-0.40%,-3.50%,40.00%,"$926,388,873.00 ","556,849,971",1 Billion,"$7,941,773,511.00 ",14.26,0.3,-0.4,-3.5,40.0,926388873.0,7941773511.0,556849971.0,False,Large,0.1166476066985386,False,False
14,Avalanche,AVAX,20.08,0.50%,-6.50%,2.90%,100.90%,"$1,061,106,290.00 ","355,636,845",433 Million,"$7,141,343,014.00 ",20.08,0.5,-6.5,2.9,100.9,1061106290.0,7141343014.0,355636845.0,False,Large,0.14858637764910476,False,False
15,Polygon,MATIC,0.76,0.50%,-1.60%,-15.70%,25.10%,"$711,370,306.00 ","9,275,380,957",10 Billion,"$7,042,683,031.00 ",0.76,0.5,-1.6,-15.7,25.1,711370306.0,7042683031.0,9275380957.0,False,Large,0.10100842290768147,False,False
16,Polkadot,DOT,5.09,0.50%,-1.60%,-5.90%,26.40%,"$271,357,711.00 ","1,299,550,655",1.38 Billion,"$6,613,672,178.00 ",5.09,0.5,-1.6,-5.9,26.4,271357711.0,6613672178.0,1299550655.0,False,Large,0.04102980971791372,False,False
17,Wrapped Bitcoin,WBTC,"36,410.06",0.40%,-1.40%,1.10%,18.20%,"$309,567,762.00 ","162,623",163 Thousand,"$5,917,513,839.00 ",36410.06,0.4,-1.4,1.1,18.2,309567762.0,5917513839.0,162623.0,False,Large,0.0523138213821759,False,False
18,Dai,DAI,1.00,-0.10%,-0.40%,-0.10%,-0.40%,"$315,871,456.00 ","5,308,318,100",5.31 Billion,"$5,284,281,250.00 ",1.0,-0.1,-0.4,-0.1,-0.4,315871456.0,5284281250.0,5308318100.0,True,Large,0.059775670721538526,False,False
19,Litecoin,LTC,67.37,-0.10%,-3.80%,-6.40%,1.90%,"$447,880,362.00 ","73,901,846",84 Million,"$4,981,779,441.00 ",67.37,-0.1,-3.8,-6.4,1.9,447880362.0,4981779441.0,73901846.0,False,Large,0.0899036915030699,False,False
20,Shiba Inu,SHIB, $-   ,0.30%,-4.20%,-7.10%,9.90%,"$214,418,543.00 ","589,326,636,861,240",1 Quadrillion,"$4,682,520,125.00 ",,0.3,-4.2,-7.1,9.9,214418543.0,4682520125.0,589326636861240.0,False,Large,0.04579126993074056,False,False
21,Bitcoin Cash,BCH,219.26,0.00%,-5.90%,-5.70%,-10.00%,"$197,348,486.00 ","19,565,919",21 Million,"$4,285,700,162.00 ",219.26,0.0,-5.9,-5.7,-10.0,197348486.0,4285700162.0,19565919.0,False,Large,0.046048131819820017,False,False
22,Uniswap,UNI,5.56,1.50%,10.10%,6.50%,31.80%,"$324,382,183.00 ","753,766,667",1 Billion,"$4,172,482,535.00 ",5.56,1.5,10.1,6.5,31.8,324382183.0,4172482535.0,753766667.0,False,Large,0.07774320929542249,False,False
23,LEO Token,LEO,3.98,-0.10%,1.10%,-1.10%,2.80%,"$1,301,722.00 ","928,455,568",985 Million,"$3,691,760,459.00 ",3.98,-0.1,1.1,-1.1,2.8,1301722.0,3691760459.0,928455568.0,False,Large,0.00035260196712562494,False,False
24,OKB,OKB,57.04,0.10%,1.80%,-3.30%,29.00%,"$49,303,991.00 ","60,000,000",236 Million,"$3,416,416,730.00 ",57.04,0.1,1.8,-3.3,29.0,49303991.0,3416416730.0,60000000.0,False,Large,0.014431492085568846,False,False
25,TrueUSD,TUSD,1.00,0.10%,-1.20%,-0.30%,-0.40%,"$304,244,967.00 ","3,275,340,425",3.28 Billion,"$3,275,141,377.00 ",1.0,0.1,-1.2,-0.3,-0.4,304244967.0,3275141377.0,3275340425.0,True,Large,0.09289521641312647,False,False
26,Stellar,XLM,0.12,0.10%,-1.20%,-2.70%,3.80%,"$74,835,772.00 ","27,990,259,191",50 Billion,"$3,257,475,392.00 ",0.12,0.1,-1.2,-2.7,3.8,74835772.0,3257475392.0,27990259191.0,False,Large,0.02297354944991707,False,False
27,Monero,XMR,162.50,0.30%,-1.10%,-0.90%,1.90%,"$102,088,968.00 ","18,147,820",∞,"$2,946,441,264.00 ",162.5,0.3,-1.1,-0.9,1.9,102088968.0,2946441264.0,18147820.0,False,Large,0.03464822776117624,False,False
28,Kaspa,KAS,0.13,-0.50%,2.00%,17.20%,156.00%,"$113,449,358.00 ","21,629,194,603",21.6 Billion,"$2,764,511,159.00 ",0.13,-0.5,2.0,17.2,156.0,113449358.0,2764511159.0,21629194603.0,False,Large,0.04103776453593255,False,False
29,Ethereum Classic,ETC,18.63,0.30%,-2.40%,-3.50%,17.70%,"$167,115,878.00 ","143,202,120",211 Million,"$2,665,685,146.00 ",18.63,0.3,-2.4,-3.5,17.7,167115878.0,2665685146.0,143202120.0,False,Large,0.06269152913680226,False,False
30,Cosmos Hub,ATOM,8.62,0.50%,-2.70%,-9.00%,28.70%,"$210,105,658.00 ","292,586,164",∞,"$2,520,997,917.00 ",8.62,0.5,-2.7,-9.0,28.7,210105658.0,2520997917.0,292586164.0,False,Large,0.08334225767628828,False,False
31,Cronos,CRO,0.09,-1.60%,1.00%,-11.00%,67.70%,"$28,257,797.00 ","26,385,699,323",30 Billion,"$2,425,344,883.00 ",0.09,-1.6,1.0,-11.0,67.7,28257797.0,2425344883.0,26385699323.0,False,Large,0.011651042784911839,False,False
32,Lido DAO,LDO,2.48,1.90%,4.00%,-0.10%,40.20%,"$106,146,291.00 ","890,191,580",1 Billion,"$2,197,746,319.00 ",2.48,1.9,4.0,-0.1,40.2,106146291.0,2197746319.0,890191580.0,False,Large,0.04829779036931696,False,False
33,Filecoin,FIL,4.37,0.00%,-3.70%,-14.30%,25.90%,"$201,698,294.00 ","471,740,745",1.96 Billion,"$2,061,302,504.00 ",4.37,0.0,-3.7,-14.3,25.9,201698294.0,2061302504.0,471740745.0,False,Large,0.09784992431173993,False,False
34,Hedera,HBAR,0.06,0.60%,-3.90%,0.10%,21.40%,"$74,942,726.00 ","33,562,400,523",50 Billion,"$2,009,561,668.00 ",0.06,0.6,-3.9,0.1,21.4,74942726.0,2009561668.0,33562400523.0,False,Large,0.037293071018112196,False,False
35,Aptos,APT,7.16,0.30%,-1.00%,-6.00%,20.80%,"$137,618,187.00 ","276,002,428",1.07 Billion,"$1,975,596,895.00 ",7.16,0.3,-1.0,-6.0,20.8,137618187.0,1975596895.0,276002428.0,False,Large,0.06965904195754469,False,False
36,Internet Computer,ICP,4.26,0.30%,-1.60%,-5.40%,28.80%,"$48,796,544.00 ","449,607,558",510 Million,"$1,915,851,337.00 ",4.26,0.3,-1.6,-5.4,28.8,48796544.0,1915851337.0,449607558.0,False,Large,0.025469901060491313,False,False
37,NEAR Protocol,NEAR,1.80,0.00%,-6.60%,8.40%,69.50%,"$300,672,386.00 ","1,000,915,617",1 Billion,"$1,805,533,947.00 ",1.8,0.0,-6.6,8.4,69.5,300672386.0,1805533947.0,1000915617.0,False,Large,0.16652823753304927,False,False
38,BUSD,BUSD,1.00,0.40%,-1.10%,-0.30%,-0.20%,"$4,614,206,667.00 ","1,772,658,616",1.76 Billion,"$1,776,602,916.00 ",1.0,0.4,-1.1,-0.3,-0.2,4614206667.0,1776602916.0,1772658616.0,True,Large,2.597207640179287,True,False
39,THORChain,RUNE,5.80,0.90%,8.20%,-0.20%,191.90%,"$832,767,166.00 ","300,700,561",500 Million,"$1,745,571,533.00 ",5.8,0.9,8.2,-0.2,191.9,832767166.0,1745571533.0,300700561.0,False,Large,0.4770742133774245,False,False
40,Immutable,IMX,1.33,0.70%,1.00%,14.40%,122.00%,"$831,069,420.00 ","1,251,798,947",2 Billion,"$1,665,608,134.00 ",1.33,0.7,1.0,14.4,122.0,831069420.0,1665608134.0,1251798947.0,False,Large,0.498958550354918,False,False
41,Optimism,OP,1.71,1.00%,0.90%,-7.50%,33.10%,"$145,187,244.00 ","880,917,403",4.29 Billion,"$1,503,698,590.00 ",1.71,1.0,0.9,-7.5,33.1,145187244.0,1503698590.0,880917403.0,False,Large,0.09655342165347112,False,False
42,VeChain,VET,0.02,0.40%,-1.70%,-5.30%,13.30%,"$65,941,926.00 ","72,714,516,834",86 Billion,"$1,469,956,158.00 ",0.02,0.4,-1.7,-5.3,13.3,65941926.0,1469956158.0,72714516834.0,False,Large,0.044859790981602865,False,False
43,Mantle,MNT,0.46,-0.10%,-2.90%,0.30%,21.30%,"$16,337,730.00 ","3,105,990,005",6.22 Billion,"$1,434,927,462.00 ",0.46,-0.1,-2.9,0.3,21.3,16337730.0,1434927462.0,3105990005.0,False,Large,0.011385753240256823,False,False
44,Quant,QNT,98.04,0.00%,-1.40%,-4.70%,5.50%,"$31,347,588.00 ","14,544,176",14.6 Million,"$1,426,103,888.00 ",98.04,0.0,-1.4,-4.7,5.5,31347588.0,1426103888.0,14544176.0,False,Large,0.021981279389093146,False,False
45,Bittensor,TAO,244.18,-1.10%,4.50%,60.80%,381.90%,"$17,665,641.00 ","5,653,953",5.65 Million,"$1,393,270,902.00 ",244.18,-1.1,4.5,60.8,381.9,17665641.0,1393270902.0,5653953.0,False,Large,0.012679257834669111,False,False
46,Aave,AAVE,92.53,-0.60%,4.30%,-1.00%,11.00%,"$169,071,815.00 ","14,640,360",16 Million,"$1,353,296,683.00 ",92.53,-0.6,4.3,-1.0,11.0,169071815.0,1353296683.0,14640360.0,False,Large,0.1249332959460154,False,False
47,Maker,MKR,"1,469.55",0.80%,1.30%,3.30%,-3.40%,"$134,212,928.00 ","901,311",978 Thousand,"$1,323,268,975.00 ",1469.55,0.8,1.3,3.3,-3.4,134212928.0,1323268975.0,901311.0,False,Large,0.1014252812811545,False,False
48,Injective,INJ,15.63,0.70%,0.70%,-5.60%,51.20%,"$101,870,789.00 ","84,255,556",100 Million,"$1,316,138,826.00 ",15.63,0.7,0.7,-5.6,51.2,101870789.0,1316138826.0,84255556.0,False,Large,0.07740124900775475,False,False
49,The Graph,GRT,0.14,1.30%,3.90%,7.90%,61.70%,"$100,683,146.00 ","9,313,462,072",10 Billion,"$1,312,701,409.00 ",0.14,1.3,3.9,7.9,61.7,100683146.0,1312701409.0,9313462072.0,False,Large,0.07669919854561534,False,False
50,Arbitrum,ARB,1.00,0.20%,-1.90%,-10.80%,19.00%,"$330,572,699.00 ","1,275,000,000",10 Billion,"$1,274,970,582.00 ",1.0,0.2,-1.9,-10.8,19.0,330572699.0,1274970582.0,1275000000.0,False,Large,0.25927868741994237,False,False
51,Render,RNDR,3.26,0.10%,-4.70%,31.40%,61.60%,"$193,668,334.00 ","374,243,313",531 Million,"$1,222,039,540.00 ",3.26,0.1,-4.7,31.4,61.6,193668334.0,1222039540.0,374243313.0,False,Large,0.1584795971495325,False,False
52,Rocket Pool ETH,RETH,"2,216.89",0.40%,2.10%,1.20%,21.30%,"$8,583,634.00 ","543,163",543 Thousand,"$1,204,093,923.00 ",2216.89,0.4,2.1,1.2,21.3,8583634.0,1204093923.0,543163.0,False,Large,0.0071287080152467475,False,False
53,Synthetix Network,SNX,3.43,0.00%,5.20%,25.40%,56.60%,"$234,273,155.00 ","326,492,861",327 Million,"$1,126,089,485.00 ",3.43,0.0,5.2,25.4,56.6,234273155.0,1126089485.0,326492861.0,False,Large,0.20804133074735176,False,False
54,MultiversX,EGLD,42.35,0.50%,-1.40%,-9.70%,55.30%,"$35,420,729.00 ","26,234,462",26.2 Million,"$1,111,114,409.00 ",42.35,0.5,-1.4,-9.7,55.3,35420729.0,1111114409.0,26234462.0,False,Large,0.031878561481241664,False,False
55,Algorand,ALGO,0.13,0.30%,-3.30%,-6.80%,36.70%,"$68,159,573.00 ","8,006,088,059",8.01 Billion,"$1,031,403,193.00 ",0.13,0.3,-3.3,-6.8,36.7,68159573.0,1031403193.0,8006088059.0,False,Large,0.06608431451695147,False,False
56,Flow,FLOW,0.62,0.90%,-4.10%,-8.30%,36.30%,"$40,621,841.00 ","1,471,201,014",1.47 Billion,"$918,473,679.00 ",0.62,0.9,-4.1,-8.3,36.3,40621841.0,918473679.0,1471201014.0,False,Mid,0.044227550477252166,False,False
57,Theta Network,THETA,0.90,0.30%,-2.70%,-4.80%,46.10%,"$19,679,426.00 ","1,000,000,000",1 Billion,"$904,181,803.00 ",0.9,0.3,-2.7,-4.8,46.1,19679426.0,904181803.0,1000000000.0,False,Mid,0.021764899420343677,False,False
58,Bitcoin SV,BSV,45.56,0.00%,-4.20%,-5.50%,-9.90%,"$38,623,645.00 ","19,558,969",21 Million,"$891,592,427.00 ",45.56,0.0,-4.2,-5.5,-9.9,38623645.0,891592427.0,19558969.0,False,Mid,0.04331984416911159,False,False
59,Stacks,STX,0.61,0.00%,-2.90%,-4.10%,-6.20%,"$23,968,051.00 ","1,421,837,341",1.82 Billion,"$861,520,742.00 ",0.61,0.0,-2.9,-4.1,-6.2,23968051.0,861520742.0,1421837341.0,False,Mid,0.027820631392296763,False,False
60,Fantom,FTM,0.29,0.30%,-5.00%,-9.90%,29.00%,"$118,565,089.00 ","2,803,634,836",3.18 Billion,"$816,602,455.00 ",0.29,0.3,-5.0,-9.9,29.0,118565089.0,816602455.0,2803634836.0,False,Mid,0.14519315766690905,False,False
61,Celestia,TIA,5.67,-1.30%,3.00%,-9.90%,,"$277,779,060.00 ","141,043,528",1 Billion,"$800,895,863.00 ",5.67,-1.3,3.0,-9.9,,277779060.0,800895863.0,141043528.0,False,Mid,0.3468354287154059,False,False
62,The Sandbox,SAND,0.38,0.50%,-4.40%,-11.40%,23.40%,"$84,248,957.00 ","2,095,031,926",3 Billion,"$795,605,412.00 ",0.38,0.5,-4.4,-11.4,23.4,84248957.0,795605412.0,2095031926.0,False,Mid,0.10589289078390533,False,False
63,WhiteBIT Coin,WBT,5.43,0.20%,-0.20%,0.30%,1.00%,"$4,962,253.00 ","144,118,517",364 Million,"$781,967,174.00 ",5.43,0.2,-0.2,0.3,1.0,4962253.0,781967174.0,144118517.0,False,Mid,0.006345858451597867,False,False
64,Axie Infinity,AXS,5.73,0.60%,-3.80%,-9.20%,28.50%,"$75,366,667.00 ","132,455,907",270 Million,"$759,117,194.00 ",5.73,0.6,-3.8,-9.2,28.5,75366667.0,759117194.0,132455907.0,False,Mid,0.09928199176055022,False,False
65,Bitget Token,BGB,0.54,-0.10%,-0.50%,2.20%,26.20%,"$18,555,030.00 ","1,400,001,000",2 Billion,"$751,366,014.00 ",0.54,-0.1,-0.5,2.2,26.2,18555030.0,751366014.0,1400001000.0,False,Mid,0.02469506160016442,False,False
66,EOS,EOS,0.66,0.20%,-5.20%,-7.50%,17.10%,"$143,253,351.00 ","1,128,814,640",∞,"$747,701,037.00 ",0.66,0.2,-5.2,-7.5,17.1,143253351.0,747701037.0,1128814640.0,False,Mid,0.19159175112926852,False,False
67,NEO,NEO,10.45,0.00%,-4.10%,-11.10%,39.40%,"$71,702,628.00 ","70,530,000",100 Million,"$737,334,727.00 ",10.45,0.0,-4.1,-11.1,39.4,71702628.0,737334727.0,70530000.0,False,Mid,0.0972456950342446,False,False
68,Decentraland,MANA,0.39,0.30%,-3.60%,-10.90%,28.70%,"$76,455,578.00 ","1,846,989,999",2.19 Billion,"$727,276,330.00 ",0.39,0.3,-3.6,-10.9,28.7,76455578.0,727276330.0,1846989999.0,False,Mid,0.10512589898257792,False,False
69,USDD,USDD,1.00,0.10%,0.00%,-0.20%,-0.40%,"$52,709,280.00 ","725,332,026",∞,"$722,016,186.00 ",1.0,0.1,0.0,-0.2,-0.4,52709280.0,722016186.0,725332026.0,False,Mid,0.07300290633650698,False,False
70,KuCoin,KCS,7.39,0.30%,2.70%,22.30%,63.40%,"$305,244.00 ","96,732,986",144 Million,"$713,536,051.00 ",7.39,0.3,2.7,22.3,63.4,305244.0,713536051.0,96732986.0,False,Mid,0.00042779057844689053,False,False
71,Tezos,XTZ,0.78,0.50%,-4.90%,-9.40%,16.20%,"$39,672,111.00 ","891,685,800",982 Million,"$697,688,139.00 ",0.78,0.5,-4.9,-9.4,16.2,39672111.0,697688139.0,891685800.0,False,Mid,0.05686224085285761,False,False
72,Kava,KAVA,0.72,0.20%,-2.90%,-10.90%,21.50%,"$15,416,391.00 ","955,123,860",955 Million,"$692,555,026.00 ",0.72,0.2,-2.9,-10.9,21.5,15416391.0,692555026.0,955123860.0,False,Mid,0.022260167670777976,False,False
73,XDC Network,XDC,0.05,0.10%,-2.50%,-3.90%,3.00%,"$14,086,676.00 ","13,879,047,556",37.9 Billion,"$683,675,610.00 ",0.05,0.1,-2.5,-3.9,3.0,14086676.0,683675610.0,13879047556.0,False,Mid,0.020604327248122833,False,False
74,First Digital USD,FDUSD,1.00,0.40%,-1.60%,-0.20%,-0.40%,"$308,208,163.00 ","679,938,968",680 Million,"$677,957,072.00 ",1.0,0.4,-1.6,-0.2,-0.4,308208163.0,677957072.0,679938968.0,False,Mid,0.454613095325894,False,False
75,Frax,FRAX,1.00,0.10%,-0.20%,0.00%,-0.10%,"$16,908,853.00 ","670,673,781",671 Million,"$668,594,922.00 ",1.0,0.1,-0.2,0.0,-0.1,16908853.0,668594922.0,670673781.0,True,Mid,0.025290130755734337,False,False
76,GALA,GALA,0.02,0.40%,-7.60%,-0.50%,68.40%,"$957,729,823.00 ","28,064,109,097",28.1 Billion,"$657,956,871.00 ",0.02,0.4,-7.6,-0.5,68.4,957729823.0,657956871.0,28064109097.0,False,Mid,1.4556118572702008,True,False
77,Klaytn,KLAY,0.19,-1.80%,8.40%,14.90%,55.30%,"$37,282,005.00 ","3,271,052,184",∞,"$633,012,159.00 ",0.19,-1.8,8.4,14.9,55.3,37282005.0,633012159.0,3271052184.0,False,Mid,0.05889619096558302,False,False
78,Pyth Network,PYTH,0.42,5.40%,25.80%,,,"$182,645,148.00 ","1,500,000,000",10 Billion,"$624,040,526.00 ",0.42,5.4,25.8,,,182645148.0,624040526.0,1500000000.0,False,Mid,0.29268154933899276,False,False
79,Mina Protocol,MINA,0.61,-0.20%,-4.20%,-0.40%,44.10%,"$30,911,301.00 ","1,005,962,475",1.1 Billion,"$613,637,583.00 ",0.61,-0.2,-4.2,-0.4,44.1,30911301.0,613637583.0,1005962475.0,False,Mid,0.050373871901519436,False,False
80,dYdX,ETHDYDX,3.39,-0.50%,12.70%,-17.40%,65.20%,"$650,791,208.00 ","180,263,183",1 Billion,"$611,927,904.00 ",3.39,-0.5,12.7,-17.4,65.2,650791208.0,611927904.0,180263183.0,False,Mid,1.0635096124003522,True,False
81,Radix,XRD,0.06,0.10%,10.00%,31.20%,36.40%,"$4,720,693.00 ","10,305,310,076",12.7 Billion,"$594,573,578.00 ",0.06,0.1,10.0,31.2,36.4,4720693.0,594573578.0,10305310076.0,False,Mid,0.007939627952993229,False,False
82,Illuvium,ILV,98.09,1.30%,0.70%,7.50%,140.70%,"$44,179,670.00 ","6,054,182",9.61 Million,"$593,859,683.00 ",98.09,1.3,0.7,7.5,140.7,44179670.0,593859683.0,6054182.0,False,Mid,0.07439412249172672,False,False
83,Frax Ether,FRXETH,"2,011.16",0.00%,0.90%,0.70%,20.50%,"$1,636,206.00 ","293,311",293 Thousand,"$589,714,024.00 ",2011.16,0.0,0.9,0.7,20.5,1636206.0,589714024.0,293311.0,False,Mid,0.0027745753592592196,False,False
84,Tokenize Xchange,TKX,7.26,0.20%,-0.30%,7.50%,33.20%,"$11,118,952.00 ","79,996,000",100 Million,"$581,063,456.00 ",7.26,0.2,-0.3,7.5,33.2,11118952.0,581063456.0,79996000.0,False,Mid,0.019135521060887367,False,False
85,Gate,GT,4.23,0.10%,-0.10%,2.00%,11.70%,"$1,844,147.00 ","136,232,297",300 Million,"$576,366,923.00 ",4.23,0.1,-0.1,2.0,11.7,1844147.0,576366923.0,136232297.0,False,Mid,0.0031996058871685113,False,False
86,Cheelee,CHEEL,10.54,0.10%,0.50%,4.10%,13.60%,"$4,901,555.00 ","53,838,100",1 Billion,"$566,375,017.00 ",10.54,0.1,0.5,4.1,13.6,4901555.0,566375017.0,53838100.0,False,Mid,0.008654257078574494,False,False
87,WEMIX,WEMIX,1.74,-0.20%,-2.10%,-2.70%,70.30%,"$4,792,920.00 ","325,164,508",978 Million,"$565,201,516.00 ",1.74,-0.2,-2.1,-2.7,70.3,4792920.0,565201516.0,325164508.0,False,Mid,0.00848001971742765,False,False
88,Blur,BLUR,0.51,10.60%,36.40%,43.20%,175.40%,"$296,654,526.00 ","1,097,706,662",3 Billion,"$557,830,938.00 ",0.51,10.6,36.4,43.2,175.4,296654526.0,557830938.0,1097706662.0,False,Mid,0.5318000594653285,True,False
89,Fetch.ai,FET,0.53,0.70%,2.90%,27.90%,124.90%,"$231,395,614.00 ","1,043,462,805",1.15 Billion,"$554,167,062.00 ",0.53,0.7,2.9,27.9,124.9,231395614.0,554167062.0,1043462805.0,False,Mid,0.4175556973106424,False,False
90,PancakeSwap,CAKE,2.36,0.40%,-9.10%,-11.60%,105.50%,"$218,610,934.00 ","234,093,308",390 Million,"$551,222,280.00 ",2.36,0.4,-9.1,-11.6,105.5,218610934.0,551222280.0,234093308.0,False,Mid,0.3965930658680923,False,False
91,eCash,XEC, $-   ,0.20%,-3.60%,-8.90%,3.00%,"$5,746,712.00 ","19,558,792,173,093",21 Trillion,"$547,827,392.00 ",,0.2,-3.6,-8.9,3.0,5746712.0,547827392.0,19558792173093.0,False,Mid,0.010490004851747172,False,False
92,Rocket Pool,RPL,27.48,1.50%,3.00%,-4.60%,34.40%,"$4,951,292.00 ","19,842,347",19.8 Million,"$543,831,667.00 ",27.48,1.5,3.0,-4.6,34.4,4951292.0,543831667.0,19842347.0,False,Mid,0.009104456949543543,False,False
93,IOTA,IOTA,0.17,0.90%,-3.90%,-7.60%,15.60%,"$9,356,115.00 ","3,018,990,414",4.6 Billion,"$524,134,088.00 ",0.17,0.9,-3.9,-7.6,15.6,9356115.0,524134088.0,3018990414.0,False,Mid,0.01785061344836629,False,False
94,ApeCoin,APE,1.41,2.20%,-1.60%,-1.50%,27.10%,"$94,043,016.00 ","368,593,750",1 Billion,"$519,249,794.00 ",1.41,2.2,-1.6,-1.5,27.1,94043016.0,519249794.0,368593750.0,False,Mid,0.1811132466236472,False,False
95,Frax Share,FXS,6.89,1.10%,0.80%,-11.30%,24.30%,"$41,991,658.00 ","75,282,183",99.7 Million,"$518,775,048.00 ",6.89,1.1,0.8,-11.3,24.3,41991658.0,518775048.0,75282183.0,False,Mid,0.08094386605887799,False,False
96,Sui,SUI,0.53,1.20%,-1.20%,-9.90%,33.60%,"$89,479,970.00 ","965,577,711",10 Billion,"$515,742,654.00 ",0.53,1.2,-1.2,-9.9,33.6,89479970.0,515742654.0,965577711.0,False,Mid,0.1734973233375419,False,False
97,Conflux,CFX,0.15,0.10%,-3.30%,-9.60%,33.30%,"$38,357,640.00 ","3,457,624,900",5.44 Billion,"$511,998,453.00 ",0.15,0.1,-3.3,-9.6,33.3,38357640.0,511998453.0,3457624900.0,False,Mid,0.07491749198703146,False,False
98,Arweave,AR,7.75,1.10%,-0.50%,3.90%,85.40%,"$21,507,079.00 ","65,454,186",65.5 Million,"$507,054,552.00 ",7.75,1.1,-0.5,3.9,85.4,21507079.0,507054552.0,65454186.0,False,Mid,0.04241571033169622,False,False
99,Curve DAO,CRV,0.55,1.00%,-2.00%,-6.20%,21.20%,"$89,138,351.00 ","919,601,447",2.04 Billion,"$505,666,551.00 ",0.55,1.0,-2.0,-6.2,21.2,89138351.0,505666551.0,919601447.0,False,Mid,0.17627891507500562,False,False
100,Rollbit Coin,RLB,0.16,-2.30%,-6.70%,-30.40%,3.70%,"$8,526,016.00 ","3,081,146,040",3.08 Billion,"$504,641,576.00 ",0.16,-2.3,-6.7,-30.4,3.7,8526016.0,504641576.0,3081146040.0,False,Mid,0.016895191370439124,False,False
101,Gnosis,GNO,194.21,-0.40%,2.30%,12.20%,91.50%,"$4,313,295.00 ","2,589,589",3 Million,"$502,800,406.00 ",194.21,-0.4,2.3,12.2,91.5,4313295.0,502800406.0,2589589.0,False,Mid,0.008578543192345791,False,False
102,Chiliz,CHZ,0.07,0.40%,-3.80%,-9.60%,11.90%,"$89,888,764.00 ","6,975,647,158",8.89 Billion,"$492,800,669.00 ",0.07,0.4,-3.8,-9.6,11.9,89888764.0,492800669.0,6975647158.0,False,Mid,0.18240390010509502,False,False
