Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,price,1h_pct,24h_pct,7d_pct,30d_pct,volume,market_cap,supply,is_stablecoin,cap_tier,vol_mcap_ratio,is_high_liq_flag,is_return_outlier
3576,Cryptopay,CPAY, $-   ,-0.20%,2.60%,9.60%,22.20%,"$27,267.00 ","38,630,308",90.4 Million,"$17,663.55 ",,-0.2,2.6,9.6,22.2,27267.0,17663.55,38630308.0,False,Small,1.5436874241021765,True,False
3577,UCROWDME,UCM, $-   ,-,-,-,-, - ,"100,000,000",100 Million,"$17,037.56 ",,,,,,,17037.56,100000000.0,False,Small,,False,False
3578,Flurry Finance,FLURRY, $-   ,-0.60%,-4.50%,-8.50%,3.80%,"$23,592.00 ","824,698,611",756 Million,"$17,255.51 ",,-0.6,-4.5,-8.5,3.8,23592.0,17255.51,824698611.0,False,Small,1.367215457555297,True,False
3579,Babacoin,BBC, $-   ,-0.10%,-6.60%,127.10%,-23.40%,$57.21 ,"1,311,654,880",-,"$17,127.83 ",,-0.1,-6.6,127.1,-23.4,57.21,17127.83,1311654880.0,False,Small,0.003340177944316355,False,False
3580,Kanpeki,KAE,0.07,-,-,-,-, - ,"294,696",295 Thousand,"$19,848.50 ",0.07,,,,,,19848.5,294696.0,False,Small,,False,False
3581,Burrow,BRRR, $-   ,-0.30%,-8.70%,-20.10%,41.40%,"$1,842.00 ","63,983,037",1 Billion,"$16,920.08 ",,-0.3,-8.7,-20.1,41.4,1842.0,16920.08,63983037.0,False,Small,0.108864733500078,False,False
3582,Big Crypto Game,CRYPTO,0.01,-,-,-,-, - ,"4,202,917",5 Million,"$22,664.85 ",0.01,,,,,,22664.85,4202917.0,False,Small,,False,False
3583,Myriad,XMY, $-   ,0.10%,-0.80%,-89.60%,-88.30%,$250.00 ,"1,857,296,500",2 Billion,"$16,698.66 ",,0.1,-0.8,-89.6,-88.3,250.0,16698.66,1857296500.0,False,Small,0.014971261167063704,False,False
3584,Shiba Punkz,SPUNK,0.02,-,-,-,-, - ,"930,917",990 Thousand,"$25,897.30 ",0.02,,,,,,25897.3,930917.0,False,Small,,False,False
3585,Alphr,ALPHR,0.01,0.40%,-5.80%,-0.70%,6.10%,"$36,563.00 ","1,852,448",10 Million,"$16,528.27 ",0.01,0.4,-5.8,-0.7,6.1,36563.0,16528.27,1852448.0,False,Small,2.212149244899799,True,False
3586,Rigel Protocol,RGP,0.02,-0.50%,-3.20%,-3.80%,2.70%,$118.00 ,"900,000",5 Million,"$16,438.07 ",0.02,-0.5,-3.2,-3.8,2.7,118.0,16438.07,900000.0,False,Small,0.00717845829832821,False,False
3587,HorusPay,HORUS, $-   ,-,-,-,-, - ,"950,643,623",1.2 Billion,"$22,092.12 ",,,,,,,22092.12,950643623.0,False,Small,,False,False
3588,Play It Forward DAO,PIF, $-   ,-,-,-,-, - ,"36,311,679",1 Billion,"$16,258.13 ",,,,,,,16258.13,36311679.0,False,Small,,False,False
3589,CryptoTycoon,CTT,0.21,-3.30%,-5.00%,-4.80%,-5.20%,"$26,396.00 ","78,482",959 Thousand,"$16,186.04 ",0.21,-3.3,-5.0,-4.8,-5.2,26396.0,16186.04,78482.0,False,Small,1.630788012385982,True,False
3590,Phoneum,PHT, $-   ,-,-,-,-, - ,"1,129,993,160",5 Billion,"$34,576.19 ",,,,,,,34576.19,1129993160.0,False,Small,,False,False
3591,OptionRoom,ROOM, $-   ,0.00%,-11.60%,-97.00%,244.50%,"$2,058.00 ","12,493,373",100 Million,"$15,943.56 ",,0.0,-11.6,-97.0,244.5,2058.0,15943.56,12493373.0,False,Small,0.12908033086713383,False,False
3592,Lightning Bot,LIGHT, $-   ,-,-,-,-, - ,"97,000,292",100 Million,"$15,536.87 ",,,,,,,15536.87,97000292.0,False,Small,,False,False
3593,YOLOCash,YLC, $-   ,0.40%,-33.10%,-23.60%,-8.60%,"$24,993.00 ","31,256,753",48.9 Million,"$15,856.50 ",,0.4,-33.1,-23.6,-8.6,24993.0,15856.5,31256753.0,False,Small,1.5761990350960173,True,False
3594,Degis,DEG, $-   ,-7.80%,2.40%,-23.10%,22.10%,"$5,818.00 ","6,039,132",43 Million,"$15,749.49 ",,-7.8,2.4,-23.1,22.1,5818.0,15749.49,6039132.0,False,Small,0.369408787205173,False,False
3595,Olive Cash,OLIVE, $-   ,-0.20%,-10.60%,-11.30%,9.70%,$71.44 ,"27,150,506",29.7 Million,"$15,714.75 ",,-0.2,-10.6,-11.3,9.7,71.44,15714.75,27150506.0,False,Small,0.004546047503141953,False,False
3596,ZilPepe,ZILPEPE, $-   ,0.50%,-4.40%,-14.90%,-8.80%,$17.34 ,"420,690,420,690,420",421 Trillion,"$15,639.25 ",,0.5,-4.4,-14.9,-8.8,17.34,15639.25,420690420690420.0,False,Small,0.0011087488210751795,False,False
3597,Merebel,MERI, $-   ,5.20%,-1.30%,5.90%,18.80%,$28.87 ,"19,366,522",30 Million,"$15,532.97 ",,5.2,-1.3,5.9,18.8,28.87,15532.97,19366522.0,False,Small,0.0018586271653135236,False,False
3598,AlphaRushAI,RUSHAI, $-   ,,9.60%,15.10%,-71.70%,"$1,066.00 ","294,691,486",773 Million,"$15,433.53 ",,,9.6,15.1,-71.7,1066.0,15433.53,294691486.0,False,Small,0.06907039413536631,False,False
3599,Metaverse Miner,META,0.01,-0.10%,-8.00%,-6.80%,-10.00%,$235.00 ,"1,877,848",20.8 Million,"$15,003.72 ",0.01,-0.1,-8.0,-6.8,-10.0,235.0,15003.72,1877848.0,False,Small,0.015662782296657095,False,False
3600,Krypton Galaxy Coin,KGC, $-   ,0.30%,-8.30%,-18.50%,-21.00%,"$22,071.00 ","892,147,867",3 Billion,"$14,764.29 ",,0.3,-8.3,-18.5,-21.0,22071.0,14764.29,892147867.0,False,Small,1.494890712658719,True,False
3601,SafCoin,SAF, $-   ,-,-,-,-, - ,"9,801,840",10 Million,"$14,345.99 ",,,,,,,14345.99,9801840.0,False,Small,,False,False
3602,AnRKey X,$ANRX, $-   ,-1.80%,1.90%,-3.50%,-3.40%,$208.00 ,"85,618,333",200 Million,"$14,454.78 ",,-1.8,1.9,-3.5,-3.4,208.0,14454.78,85618333.0,False,Small,0.01438970361361432,False,False
3603,KOLNET,KOLNET, $-   ,-2.80%,-6.00%,-1.50%,1.40%,"$4,549.00 ","393,556,954",750 Million,"$14,346.60 ",,-2.8,-6.0,-1.5,1.4,4549.0,14346.6,393556954.0,False,Small,0.3170786109600881,False,False
3604,Pinkcoin,PINK, $-   ,0.00%,500.80%,-88.00%,-86.10%,$46.85 ,"468,564,999",500 Million,"$14,042.65 ",,0.0,500.8,-88.0,-86.1,46.85,14042.65,468564999.0,False,Small,0.0033362648787800026,False,False
3605,Boo Finance,BOOFI, $-   ,-,-,-,-, - ,"10,044,749",10 Million,"$13,794.54 ",,,,,,,13794.54,10044749.0,False,Small,,False,False
3606,YDragon,YDR, $-   ,-,-,-,-, - ,"125,780,634",500 Million,"$13,437.47 ",,,,,,,13437.47,125780634.0,False,Small,,False,False
3607,AllSafe,ASAFE, $-   ,-0.80%,-2.80%,-40.70%,62.90%,$1.11 ,"12,719,410",15 Million,"$13,633.14 ",,-0.8,-2.8,-40.7,62.9,1.11,13633.14,12719410.0,False,Small,8.14192475101114e-05,False,False
3608,Ormeus Coin,ORME, $-   ,-0.10%,0.00%,-0.10%,-11.20%,$27.97 ,"17,029,321",200 Million,"$13,600.52 ",,-0.1,0.0,-0.1,-11.2,27.97,13600.52,17029321.0,False,Small,0.0020565390146847326,False,False
3609,Oxbull Solana,OXS, $-   ,-,-,-,-, - ,"49,946,362",50 Million,"$13,136.08 ",,,,,,,13136.08,49946362.0,False,Small,,False,False
3610,Score,SCO, $-   ,-,-,-,-, - ,"100,000,000",100 Million,"$12,359.93 ",,,,,,,12359.93,100000000.0,False,Small,,False,False
3611,SpiderByte,SPB, $-   ,0.30%,-9.70%,23.30%,1.10%,$76.99 ,"3,128,117",4 Million,"$12,544.58 ",,0.3,-9.7,23.3,1.1,76.99,12544.58,3128117.0,False,Small,0.006137311890872393,False,False
3612,Dogs Of Elon,DOE, $-   ,-,-,-,-, - ,"150,697,543",1 Billion,"$12,500.40 ",,,,,,,12500.4,150697543.0,False,Small,,False,False
3613,Guncoin,GUN, $-   ,0.20%,-22.30%,-33.30%,-40.80%,$0.06 ,"338,379,228",500 Million,"$12,336.28 ",,0.2,-22.3,-33.3,-40.8,0.06,12336.28,338379228.0,False,Small,4.863702834241765e-06,False,False
3614,Belifex,BEFX, $-   ,-0.10%,-0.10%,-0.10%,15.30%,"$5,436.00 ","53,080,221",100 Million,"$11,892.30 ",,-0.1,-0.1,-0.1,15.3,5436.0,11892.3,53080221.0,False,Small,0.4571024948916526,False,False
3615,Decanect,DCNT, $-   ,-,-,-,-, - ,"2,424,311",6.15 Million,"$11,634.40 ",,,,,,,11634.4,2424311.0,False,Small,,False,False
3616,HakuSwap,HAKU, $-   ,-,-,-,-, - ,"45,301,239",90.2 Million,"$11,830.31 ",,,,,,,11830.31,45301239.0,False,Small,,False,False
3617,Axial Token,AXIAL, $-   ,-,-,-,-, - ,"107,157,808",-,"$11,511.61 ",,,,,,,11511.61,107157808.0,False,Small,,False,False
3618,Starter.xyz,START,0.01,0.40%,-3.30%,-18.80%,17.80%,$46.66 ,"936,914",1 Million,"$11,558.35 ",0.01,0.4,-3.3,-18.8,17.8,46.66,11558.35,936914.0,False,Small,0.0040369083822517915,False,False
3619,Obsidium,OBS, $-   ,0.30%,0.60%,1.10%,-0.10%,"$9,541.00 ","6,328,912",14.5 Million,"$11,510.90 ",,0.3,0.6,1.1,-0.1,9541.0,11510.9,6328912.0,False,Small,0.8288665525719101,True,False
3620,concertVR,CVT, $-   ,0.00%,0.00%,-38.30%,38.00%,$1.22 ,"42,467,700",113 Million,"$11,253.10 ",,0.0,0.0,-38.3,38.0,1.22,11253.1,42467700.0,False,Small,0.00010841457020732065,False,False
3621,Saddle Finance,SDL, $-   ,-,-,-,-, - ,"433,124,445",1 Billion,"$10,674.10 ",,,,,,,10674.1,433124445.0,False,Small,,False,False
3622,AntNetworX,ANTX, $-   ,-,-,-,-, - ,"700,000,000",700 Million,"$10,784.35 ",,,,,,,10784.35,700000000.0,False,Small,,False,False
3623,XFL,XFL, $-   ,-,-,-,-, - ,"10,000,000,000",10 Billion,"$10,171.46 ",,,,,,,10171.46,10000000000.0,False,Small,,False,False
3624,NFTEarth,NFTE, $-   ,0.50%,2.50%,-3.20%,-46.50%,$9.72 ,"100,000,000",100 Million,"$10,416.43 ",,0.5,2.5,-3.2,-46.5,9.72,10416.43,100000000.0,False,Small,0.000933141200968086,False,False
3625,PrivaCoin,PRVC, $-   ,0.00%,-0.40%,-0.20%,-0.30%,"$1,301.00 ","12,829,819",1.8 Trillion,"$10,341.85 ",,0.0,-0.4,-0.2,-0.3,1301.0,10341.85,12829819.0,False,Small,0.12579954263502177,False,False
3626,Lunafi,LFI, $-   ,-,-,-,-, - ,"914,645,002",1 Billion,"$10,378.62 ",,,,,,,10378.62,914645002.0,False,Small,,False,False
3627,Scholarship Coin,SCHO, $-   ,0.00%,0.00%,-0.10%,-0.10%,$431.00 ,"16,948,541",17.1 Million,"$10,155.37 ",,0.0,0.0,-0.1,-0.1,431.0,10155.37,16948541.0,False,Small,0.042440600391713934,False,False
3628,SafeCapital,SCAP, $-   ,-1.80%,-30.20%,-28.50%,-49.60%,$12.17 ,"4,368,373",6.6 Million,"$10,147.33 ",,-1.8,-30.2,-28.5,-49.6,12.17,10147.33,4368373.0,False,Small,0.0011993302671737295,False,False
3629,MoonieNFT,MNY, $-   ,-,-,-,-, - ,"3,739,415,233",2 Billion,"$10,680.88 ",,,,,,,10680.88,3739415233.0,False,Small,,False,False
3630,Singularity,SGLY, $-   ,-,-,-,-, - ,"58,886,520",210 Million,"$9,805.31 ",,,,,,,9805.31,58886520.0,False,Small,,False,False
3631,Doubloon,DBL, $-   ,-,-,-,-, - ,"21,435,407",100 Million,"$9,793.73 ",,,,,,,9793.73,21435407.0,False,Small,,False,False
3632,3xcalibur Ecosystem Token,XCAL, $-   ,-,-,-,-, - ,"9,443,707",14.7 Million,"$9,734.74 ",,,,,,,9734.74,9443707.0,False,Small,,False,False
3633,Kurobi,KURO, $-   ,-0.20%,0.10%,-40.90%,-80.30%,$66.27 ,"25,968,491",400 Million,"$9,747.48 ",,-0.2,0.1,-40.9,-80.3,66.27,9747.48,25968491.0,False,Small,0.006798680274286277,False,False
3634,Hpohs888inu,TETHER, $-   ,,2.40%,-9.10%,14.10%,$151.00 ,"927,123,572",927 Million,"$9,712.87 ",,,2.4,-9.1,14.1,151.0,9712.87,927123572.0,False,Small,0.015546383303802067,False,False
3635,DELOT.IO,DELOT, $-   ,-6.70%,-20.50%,20.80%,7.30%,$228.00 ,"90,669,261",100 Million,"$9,607.80 ",,-6.7,-20.5,20.8,7.3,228.0,9607.8,90669261.0,False,Small,0.02373071879098233,False,False
3636,CoverCompared,CVR, $-   ,-,-,-,-, - ,"70,908,828",138 Million,"$9,493.39 ",,,,,,,9493.39,70908828.0,False,Small,,False,False
3637,Dynamo Coin,DYNAMO, $-   ,-,-,-,-, - ,"2,530,573",-,"$9,225.70 ",,,,,,,9225.7,2530573.0,False,Small,,False,False
3638,Po.et,POE, $-   ,0.20%,-50.70%,-74.80%,-39.00%,$9.41 ,"2,517,174,198",3.14 Billion,"$9,176.85 ",,0.2,-50.7,-74.8,-39.0,9.41,9176.85,2517174198.0,False,Small,0.001025406321341201,False,False
3639,Run,RUN, $-   ,-0.10%,0.10%,-0.70%,-0.80%,$1.81 ,"147,214,285",1 Billion,"$9,151.91 ",,-0.1,0.1,-0.7,-0.8,1.81,9151.91,147214285.0,False,Small,0.00019777292390331638,False,False
3640,Sphere,SPHR, $-   ,0.40%,-1.30%,-87.90%,-90.10%,$28.74 ,"12,484,344",12.5 Million,"$9,102.82 ",,0.4,-1.3,-87.9,-90.1,28.74,9102.82,12484344.0,False,Small,0.0031572633535541733,False,False
3641,Orclands Metaverse,ORC, $-   ,-,-,-,-, - ,"942,675,578",1 Billion,"$11,231.71 ",,,,,,,11231.71,942675578.0,False,Small,,False,False
3642,USD Balance,USDB,0.05,0.40%,-3.50%,-10.70%,45.70%,$13.63 ,"193,318",16.6 Million,"$9,062.55 ",0.05,0.4,-3.5,-10.7,45.7,13.63,9062.55,193318.0,False,Small,0.001503991702114747,False,False
3643,BunnyPark Game,BG, $-   ,-,-,-,-, - ,"995,410,701",1 Billion,"$11,351.72 ",,,,,,,11351.72,995410701.0,False,Small,,False,False
3644,MoonFarm Finance,MFO, $-   ,-,-,-,-, - ,"6,715,298",100 Million,"$9,491.63 ",,,,,,,9491.63,6715298.0,False,Small,,False,False
3645,VersoView,VVT, $-   ,0.00%,0.10%,-92.10%,-93.80%,$0.23 ,"63,614,653",200 Million,"$8,896.99 ",,0.0,0.1,-92.1,-93.8,0.23,8896.99,63614653.0,False,Small,2.5851439644194274e-05,False,False
3646,Be Meta Famous,BMF, $-   ,-,-,-,-, - ,"88,205,665",770 Million,"$8,738.74 ",,,,,,,8738.74,88205665.0,False,Small,,False,False
3647,Crystl Finance,CRYSTL, $-   ,0.40%,-1.90%,-16.50%,23.30%,$6.73 ,"12,499,611",12.7 Million,"$8,743.17 ",,0.4,-1.9,-16.5,23.3,6.73,8743.17,12499611.0,False,Small,0.0007697436970801209,False,False
3648,FLOOF,FLOOF, $-   ,-0.40%,2.10%,-18.40%,526.50%,"$1,905.00 ","19,104,250,979",88.2 Billion,"$8,232.86 ",,-0.4,2.1,-18.4,526.5,1905.0,8232.86,19104250979.0,False,Small,0.23138982079131673,False,False
3649,SCOneX,SCONEX, $-   ,-,-,-,-, - ,"5,088,677",100 Million,"$7,928.11 ",,,,,,,7928.11,5088677.0,False,Small,,False,False
3650,Porta,KIAN, $-   ,-,-,-,-, - ,"31,390,000",100 Million,"$7,975.38 ",,,,,,,7975.38,31390000.0,False,Small,,False,False
3651,Operon Origins,ORO, $-   ,-0.30%,-1.70%,-3.80%,21.80%,"$24,890.00 ","7,925,000",100 Million,"$7,489.12 ",,-0.3,-1.7,-3.8,21.8,24890.0,7489.12,7925000.0,False,Small,3.3234879398380586,True,False
3652,KKO Protocol,KKO, $-   ,-,-,-,-, - ,"21,054,769",60 Million,"$7,302.97 ",,,,,,,7302.97,21054769.0,False,Small,,False,False
3653,Scrooge (OLD),SCROOGE, $-   ,-,-,-,-, - ,"368,088,592,202,926",494 Trillion,"$9,042.37 ",,,,,,,9042.37,368088592202926.0,False,Small,,False,False
3654,COLLIE INU,COLLIE, $-   ,-,-,-,-, - ,"765,139,794,018",765 Billion,"$6,869.63 ",,,,,,,6869.63,765139794018.0,False,Small,,False,False
3655,SpiderDAO,SPDR, $-   ,2.90%,6.00%,11.10%,15.40%,$63.34 ,"232,211,476",1 Billion,"$7,013.85 ",,2.9,6.0,11.1,15.4,63.34,7013.85,232211476.0,False,Small,0.009030703536574064,False,False
3656,Floki CEO Coin,FCC, $-   ,-,-,-,-, - ,"58,306,546,082",1 Trillion,"$9,367.46 ",,,,,,,9367.46,58306546082.0,False,Small,,False,False
3657,Particle,PRTCLE, $-   ,0.70%,-2.00%,0.30%,-1.60%,$2.29 ,"2,527,955",2.53 Million,"$6,900.72 ",,0.7,-2.0,0.3,-1.6,2.29,6900.72,2527955.0,False,Small,0.0003318494302043845,False,False
3658,BabySwap,BABY,0.01,0.10%,-15.20%,-26.70%,26.20%,"$373,264.00 ","715,017",522 Million,"$6,889.89 ",0.01,0.1,-15.2,-26.7,26.2,373264.0,6889.89,715017.0,False,Small,54.17561093137916,True,False
3659,Barter,BRTR,0.01,-0.10%,-4.50%,-5.90%,-15.20%,$1.27 ,"783,384",17.5 Million,"$6,502.16 ",0.01,-0.1,-4.5,-5.9,-15.2,1.27,6502.16,783384.0,False,Small,0.00019531970914280793,False,False
3660,Meeb Master,MEEB, $-   ,0.90%,-0.20%,-0.40%,5.90%,$52.79 ,"1,402,001",7.86 Million,"$6,474.19 ",,0.9,-0.2,-0.4,5.9,52.79,6474.19,1402001.0,False,Small,0.008153915779425688,False,False
3661,Ccore,CCO, $-   ,0.50%,-35.00%,-60.50%,-34.60%,$55.60 ,"1,699,999",10 Million,"$6,373.78 ",,0.5,-35.0,-60.5,-34.6,55.6,6373.78,1699999.0,False,Small,0.008723238015745758,False,False
3662,Teat,TEAT, $-   ,-,-,-,-, - ,"480,299,455",480 Million,"$6,323.86 ",,,,,,,6323.86,480299455.0,False,Small,,False,False
3663,Cry Cat Coin,CRYY, $-   ,-,-,-,-, - ,"5,602,712,545",10 Billion,"$8,617.38 ",,,,,,,8617.38,5602712545.0,False,Small,,False,False
3664,Solomon Defi,SLM, $-   ,-,-,-,-, - ,"12,488,641",76.5 Million,"$8,061.37 ",,,,,,,8061.37,12488641.0,False,Small,,False,False
3665,Agrello,DLT, $-   ,-,-,-,-, - ,"82,009,794",130 Million,"$5,979.65 ",,,,,,,5979.65,82009794.0,False,Small,,False,False
3666,MIB Coin,MIB, $-   ,,0.00%,-4.70%,8.00%,$34.08 ,"73,557,891",300 Million,"$5,961.11 ",,,0.0,-4.7,8.0,34.08,5961.11,73557891.0,False,Small,0.005717056051641389,False,False
3667,Cockapoo,CPOO, $-   ,-0.20%,0.10%,-0.10%,0.00%,"$15,526.00 ","13,069,707,931",100 Billion,"$5,861.09 ",,-0.2,0.1,-0.1,0.0,15526.0,5861.09,13069707931.0,False,Small,2.6489953233954777,True,False
3668,Bomb Money,BOMB, $-   ,0.50%,12.80%,5.70%,-29.70%,$238.00 ,"2,253,606",6.67 Million,"$5,851.25 ",,0.5,12.8,5.7,-29.7,238.0,5851.25,2253606.0,False,Small,0.04067506942960906,False,False
3669,CorionX,CORX, $-   ,-0.20%,-1.40%,2.40%,13.30%,$150.00 ,"95,442,854",400 Million,"$5,718.30 ",,-0.2,-1.4,2.4,13.3,150.0,5718.3,95442854.0,False,Small,0.026231572320444888,False,False
3670,Public Index Network,PIN, $-   ,0.30%,228.60%,-94.70%,-92.10%,$33.49 ,"156,720,418",160 Million,"$5,713.55 ",,0.3,228.6,-94.7,-92.1,33.49,5713.55,156720418.0,False,Small,0.005861504668726099,False,False
3671,Paw,PAW, $-   ,-,-,-,-, - ,"178,588,063,897",337 Billion,"$5,500.30 ",,,,,,,5500.3,178588063897.0,False,Small,,False,False
3672,Aquachain,AQUA,0.01,-,-,-,-, - ,"611,761",42 Million,"$5,880.84 ",0.01,,,,,,5880.84,611761.0,False,Small,,False,False
3673,Mineable,MNB, $-   ,-,-,-,-, - ,"4,053,423",324 Million,"$5,491.96 ",,,,,,,5491.96,4053423.0,False,Small,,False,False
3674,SF Capital,SFCP, $-   ,0.20%,96.50%,1.00%,18.40%,$0.10 ,"74,020,422",100 Million,"$5,397.12 ",,0.2,96.5,1.0,18.4,0.1,5397.12,74020422.0,False,Small,1.8528400332028937e-05,False,False
3675,ImageCoin,IMG, $-   ,0.40%,-1.30%,-22.20%,-15.20%,$100.00 ,"14,633,324",21 Million,"$5,334.86 ",,0.4,-1.3,-22.2,-15.2,100.0,5334.86,14633324.0,False,Small,0.018744634348417766,False,False
3676,Aegis,AGS, $-   ,-0.20%,-3.90%,-20.80%,-21.80%,"$25,372.00 ","4,164,070",30 Million,"$5,311.69 ",,-0.2,-3.9,-20.8,-21.8,25372.0,5311.69,4164070.0,False,Small,4.776634178575934,True,False
3677,Ape In,APEIN,0.14,-,-,-,-, - ,"37,500",37.5 Thousand,"$5,345.85 ",0.14,,,,,,5345.85,37500.0,False,Small,,False,False
3678,Echidna,ECD, $-   ,-1.00%,-8.50%,-1.50%,68.70%,$57.90 ,"11,493,882",338 Million,"$5,229.49 ",,-1.0,-8.5,-1.5,68.7,57.9,5229.49,11493882.0,False,Small,0.0110718253596431,False,False
3679,Nerian Network,NERIAN, $-   ,-,-,-,-, - ,"16,717,174",26.1 Million,"$4,870.45 ",,,,,,,4870.45,16717174.0,False,Small,,False,False
3680,Arion,ARION, $-   ,2.10%,-4.20%,-4.10%,14.30%,$47.55 ,"17,205,979",-,"$4,905.46 ",,2.1,-4.2,-4.1,14.3,47.55,4905.46,17205979.0,False,Small,0.009693280548613178,False,False
3681,Bitcoin Subsidium,XBTX, $-   ,0.20%,-1.80%,2.10%,61.40%,$9.16 ,"8,924,385",21 Million,"$4,880.34 ",,0.2,-1.8,2.1,61.4,9.16,4880.34,8924385.0,False,Small,0.001876918411422155,False,False
3682,Furio,$FUR,0.02,0.40%,3.40%,-0.30%,0.50%,"$15,469.00 ","206,238",866 Thousand,"$4,846.99 ",0.02,0.4,3.4,-0.3,0.5,15469.0,4846.99,206238.0,False,Small,3.191465218620216,True,False
3683,Eggplant Finance,EGGP,0.01,0.10%,-7.20%,-13.20%,-7.60%,$426.00 ,"435,414",477 Thousand,"$4,574.76 ",0.01,0.1,-7.2,-13.2,-7.6,426.0,4574.76,435414.0,False,Small,0.0931196390630328,False,False
3684,Waggle Network,WAG, $-   ,0.10%,-4.20%,-17.90%,48.00%,"$25,080.00 ","7,250,000",100 Million,"$4,537.81 ",,0.1,-4.2,-17.9,48.0,25080.0,4537.81,7250000.0,False,Small,5.526895132233389,True,False
3685,Instadapp DAI,IDAI,1.08,-0.20%,-0.10%,-0.20%,0.10%, $-   ,"4,174",4.17 Thousand,"$4,493.66 ",1.08,-0.2,-0.1,-0.2,0.1,,4493.66,4174.0,False,Small,,False,False
3686,Soltato FRIES,FRIES, $-   ,-,-,-,-, - ,"10,000,000",10 Million,"$4,160.99 ",,,,,,,4160.99,10000000.0,False,Small,,False,False
3687,Herbalist,HERB, $-   ,0.00%,0.00%,0.00%,0.00%, $-   ,"5,558,383,166",9.5 Billion,"$5,637.49 ",,0.0,0.0,0.0,0.0,,5637.49,5558383166.0,False,Small,,False,False
3688,AmpleSwap,AMPLE, $-   ,-,-,-,-, - ,"298,632,604",447 Million,"$4,125.08 ",,,,,,,4125.08,298632604.0,False,Small,,False,False
3689,Ludos Protocol,LUD, $-   ,-,-,-,-, - ,"163,247,872",10 Billion,"$9,271.16 ",,,,,,,9271.16,163247872.0,False,Small,,False,False
3690,Suvereno,SUV, $-   ,0.20%,-32.40%,-17.80%,29.60%,$0.96 ,"8,240,161",84 Million,"$3,913.28 ",,0.2,-32.4,-17.8,29.6,0.96,3913.28,8240161.0,False,Small,0.000245318505192575,False,False
3691,NestEgg Coin,EGG, $-   ,-2.90%,-1.50%,0.90%,14.60%,$82.14 ,"34,526,360",1 Billion,"$3,897.99 ",,-2.9,-1.5,0.9,14.6,82.14,3897.99,34526360.0,False,Small,0.021072398851715884,False,False
3692,Sing,SING,0.01,0.20%,5.10%,-4.40%,10.20%,$6.76 ,"561,677",45.9 Thousand,"$3,759.57 ",0.01,0.2,5.1,-4.4,10.2,6.76,3759.57,561677.0,False,Small,0.0017980779716829317,False,False
3693,Milkshake Swap,MILK, $-   ,0.10%,-0.40%,-1.90%,-10.40%,$625.00 ,"1,205,719",1.21 Million,"$3,266.59 ",,0.1,-0.4,-1.9,-10.4,625.0,3266.59,1205719.0,False,Small,0.19133102103416713,False,False
3694,PREMA,PRMX, $-   ,1.10%,2.70%,-0.10%,-10.50%,"$24,261.00 ","2,522,030,502",100 Billion,"$3,262.09 ",,1.1,2.7,-0.1,-10.5,24261.0,3262.09,2522030502.0,False,Small,7.437256482807034,True,False
3695,PalGold,PALG, $-   ,-,-,-,-, - ,"24,702,247",100 Million,"$3,244.03 ",,,,,,,3244.03,24702247.0,False,Small,,False,False
3696,Klap Finance,KLAP, $-   ,-0.50%,1.10%,3.30%,9.10%,"$16,936.00 ","23,800,000",1 Billion,"$3,229.34 ",,-0.5,1.1,3.3,9.1,16936.0,3229.34,23800000.0,False,Small,5.244415267515963,True,False
3697,Solidex,SEX, $-   ,,-3.30%,-1.40%,-3.50%,$1.06 ,"5,838,967",9.39 Million,"$3,094.40 ",,,-3.3,-1.4,-3.5,1.06,3094.4,5838967.0,False,Small,0.0003425542916235781,False,False
3698,dfohub,BUIDL, $-   ,18.70%,14.10%,-31.10%,36.90%,"$22,368.00 ","3,311,391",542 Thousand,"$2,901.66 ",,18.7,14.1,-31.1,36.9,22368.0,2901.66,3311391.0,False,Small,7.70869088728521,True,False
3699,Starbots,BOT, $-   ,1.40%,0.60%,9.90%,19.20%,$67.53 ,"28,776,588",200 Million,"$2,888.79 ",,1.4,0.6,9.9,19.2,67.53,2888.79,28776588.0,False,Small,0.02337656942872275,False,False
3700,MIM,SWARM, $-   ,-,-,-,-, - ,"2,151,801,100",5 Billion,"$3,881.05 ",,,,,,,3881.05,2151801100.0,False,Small,,False,False
3701,Bontecoin,BONTE, $-   ,-,-,-,-, - ,"2,720,824,932",10 Billion,"$2,647.21 ",,,,,,,2647.21,2720824932.0,False,Small,,False,False
3702,Matka,MAT, $-   ,-,-,-,-, - ,"1,264,072,461",1.84 Billion,"$2,716.66 ",,,,,,,2716.66,1264072461.0,False,Small,,False,False
3703,CRE8R DAO,CRE8R, $-   ,-,-,-,-, - ,"2,804,356",88.9 Million,"$2,963.88 ",,,,,,,2963.88,2804356.0,False,Small,,False,False
3704,Fire Protocol,FIRE, $-   ,0.90%,1.10%,-5.70%,-4.60%,"$41,121.00 ","4,962,790",100 Million,"$2,497.05 ",,0.9,1.1,-5.7,-4.6,41121.0,2497.05,4962790.0,False,Small,16.467832041809334,True,False
3705,Zent Cash,ZTC, $-   ,7.10%,5.30%,15.50%,111.10%,$221.00 ,"4,244,663,817",7.5 Billion,"$2,475.96 ",,7.1,5.3,15.5,111.1,221.0,2475.96,4244663817.0,False,Small,0.08925830788865732,False,False
